ProductId,main_gemstone_shape,main_gemstone_size,gold_18k_weight,gold_14k_weight,plat_900_weight,surface_plain_pattern,catalogue_color
437,,   ,   ,   ,   , Pattern , Trắng-Vàng 
438,,   ,   ,   ,   , Plain , Trắng 
439,,   ,   ,   ,   , Plain , Hồng 
440,,   ,   ,   ,   , Plain , Phối màu 
441,,   ,   ,   ,   , Pattern , Vàng 
442,,   ,   ,   ,   , Pattern , Trắng-Hồng 
443,,   ,   ,   ,   , Plain , Trắng 
444,,   ,   ,   ,   , Plain , Trắng 
445,,   ,   ,   ,   , Pattern , Trắng 
446,,   ,   ,   ,   , Plain , Trắng 
447,,   ,   ,   ,   , Plain , Phối màu 
448,,   ,   ,   ,   , Pattern , Trắng 
449,,   ,   ,   ,   , Plain , Trắng 
450,,   ,   ,   ,   , Pattern , Trắng-Hồng 
451,,   ,   ,   ,   , Plain , Trắng 
452,,   ,   ,   ,   , Plain , Trắng 
453,,   ,   ,   ,   , Pattern , Trắng-Hồng 
454,,   ,   ,   ,   , Plain , Trắng-Hồng 
455,,   ,   ,   ,   , Plain , Hồng 
456,,   ,   ,   ,   , Pattern , Hồng 
457,,   ,   ,   ,   , Pattern , Hồng 
458,,   ,   ,   ,   , Pattern , Hồng 
459,,   ,   ,   ,   , Pattern , Trắng 
460,,   ,   ,   ,   , Plain , Trắng 
461,,   ,   ,   ,   , F.Plain-M.Pattern , Trắng 
462,,   ,   ,   ,   , Plain , Hồng 
463,,   ,   ,   ,   , Plain , Trắng-Hồng 
464,,   ,   ,   ,   , Plain , Vàng 
465,,   ,   ,   ,   , Pattern , Trắng-Vàng 
466,,   ,   ,   ,   , Plain , Phối màu 
467,,   ,   ,   ,   , Plain , Phối màu 
468,,   ,   ,   ,   , Plain , Trắng-Hồng 
469,,   ,   ,   ,   , Pattern , Vàng 
470,,   ,   ,   ,   , Plain , Trắng 
471,,   ,   ,   ,   , Pattern , Trắng-Vàng 
472,,   ,   ,   ,   , Plain , Vàng 
473,,   ,   ,   ,   , Pattern , Vàng 
474,,   ,   ,   ,   , Pattern , Hồng 
475,,   ,   ,   ,   , F.Pattern-M.Plain , Hồng 
476,,   ,   ,   ,   , Plain , Trắng 
477,,   ,   ,   ,   , Pattern , Phối màu 
478,,   ,   ,   ,   , Pattern , Hồng 
479,,   ,   ,   ,   , Plain , Vàng 
480,,   ,   ,   ,   , Pattern , Hồng 
481,,   ,   ,   ,   , Plain , Hồng 
482,,   ,   ,   ,   , Pattern , Phối màu 
483,,   ,   ,   ,   , Plain , Hồng 
484,,   ,   ,   ,   , Pattern , Hồng 
485,,   ,   ,   ,   , Pattern , Hồng 
486,,   ,   ,   ,   , Pattern , Trắng 
487,,   ,   ,   ,   , F.Pattern-M.Plain , Trắng-Vàng 
488,,   , 4.63 , 4.25 , 6.12 , Plain , Trắng 
489,,   , 2.49 , 2.29 , 3.29 , Pattern , Trắng 
490,,   , 2.83 , 2.60 , 3.74 , Plain , Hồng 
491,,   , 2.31 , 2.12 , 3.05 , Pattern , Trắng 
492,,   , 2.41 , 2.21 , 3.10 , Plain , Trắng 
493,,   , 1.76 , 1.62 , 2.33 , Plain , Trắng 
494,,   , 2.19 , 1.83 ,   , Plain , Trắng 
495,,   , 4.06 , 3.73 , 5.36 , Pattern , Trắng 
496,,   , 2.24 , 2.06 , 2.96 , Pattern , Trắng 
497,,   , 2.18 , 2.00 , 2.88 , Plain , Trắng 
498,,   , 2.04 , 1.70 ,   , Plain , Trắng 
499,,   , 2.81 , 2.63 ,   , Plain , Trắng 
500,,   , 2.44 , 2.24 , 3.23 , Pattern , Hồng 
501,,   , 3.66 , 3.06 ,   , Plain , Hồng 
502,,   , 2.33 , 2.14 ,   , Pattern , Trắng 
503,,   , 2.66 , 2.48 ,   , Pattern , Hồng 
504,,   , 3.11 , 2.90 ,   , Pattern , Vàng 
505,,   , 2.72 , 2.28 ,   , Plain , Trắng 
506,,   , 5.56 , 5.18 ,   , Pattern , Trắng 
507,,   , 2.10 , 1.93 , 2.77 , Plain , Trắng 
508,,   , 3.06 , 3.00 ,   , Plain , Trắng 
509,,   , 6.89 , 6.43 ,   , Pattern , Trắng 
510,,   , 2.97 , 2.91 , 4.19 , Pattern , Hồng 
511,,   , 2.74 , 2.56 ,   , Pattern , Trắng-Hồng 
512,,   , 5.03 , 4.69 ,   , Pattern , Trắng-Hồng 
513,,   , 4.40 , 4.10 ,   , Pattern , Trắng-Vàng 
514,,   , 4.58 , 4.27 ,   , Pattern , Trắng-Hồng 
515,,   , 4.51 , 4.21 ,   , Pattern , Trắng-Vàng 
516,,   , 2.05 , 1.71 , 4.28 , Plain , Trắng 
517,,   , 2.86 , 2.39 , 3.84 , Plain , Trắng 
518,,   , 2.13 , 1.78 , 2.85 , Plain , Trắng 
519,,   , 2.35 , 1.97 ,   , Plain , Trắng 
520,,   , 2.13 , 1.78 , 2.92 , Plain , Trắng 
521,,   , 1.92 , 1.60 , 2.78 , Pattern , Trắng 
522,,   , 2.35 , 1.96 , 3.72 , Plain , Trắng 
523,,   , 2.51 , 2.09 , 3.36 , Plain , Trắng 
524,,   , 2.54 , 2.12 , 3.44 , Plain , Trắng 
525,,   , 1.68 , 1.40 , 2.69 , Plain , Trắng 
526,,   , 1.66 , 1.39 , 2.23 , Plain , Trắng 
527,,   , 1.52 , 1.27 , 2.12 , Plain , Trắng 
528,,   , 2.62 , 2.19 ,   , Plain , Trắng 
529,,   , 1.37 , 1.14 ,   , Plain , Trắng 
530,,   , 1.63 , 1.36 , 2.19 , Plain , Trắng 
531,,   , 1.76 , 1.47 ,   , Plain , Trắng 
532,,   , 1.87 , 1.56 , 2.77 , Plain , Trắng 
533,,   , 1.60 , 1.33 , 2.18 , Plain , Trắng 
534,,   , 4.72 , 3.94 ,   , Plain , Trắng 
535,,   , 2.72 , 2.27 ,   , Plain , Trắng 
536,,   , 1.93 , 1.61 ,   , Plain , Trắng 
537,,   , 1.31 , 1.10 ,   , Plain , Trắng 
538,,   , 0.98 , 0.82 , 1.57 , Plain , Trắng 
539,,   , 1.33 , 1.11 , 1.78 , Plain , Trắng 
540,,   , 1.92 , 1.61 ,   , Plain , Trắng 
541,,   , 3.33 , 2.79 ,   , Plain , Trắng 
542,,   , 2.70 , 2.26 , 3.83 , Plain , Trắng 
543,,   , 2.86 , 2.39 ,   , Pattern , Trắng 
544,,   , 2.47 , 2.06 ,   , Plain , Trắng 
545,,   , 3.60 , 3.01 ,   , Plain , Trắng 
546,,   , 1.89 , 1.58 , 2.54 , Plain , Trắng 
547,,   , 2.59 , 2.16 , 3.48 , Plain , Trắng 
548,,   , 3.42 , 3.19 ,   , Plain , Hồng 
549,,   , 2.06 , 1.92 ,   , Plain , Trắng 
550,,   , 1.63 , 1.52 , 2.19 , Plain , Trắng 
551,,   , 2.42 , 2.22 , 3.20 , Pattern , Hồng 
552,,   , 3.56 , 3.27 , 4.70 , Pattern , Hồng 
553,,   , 1.83 , 1.53 ,   , Pattern , Hồng 
554,,   , 3.27 , 3.05 ,   , Pattern , Hồng 
555,,   , 2.20 , 1.84 ,   , Pattern , Hồng 
556,,   , 5.58 , 4.66 ,   , Plain , Hồng 
557,,   , 3.74 , 3.12 ,   , Pattern , Trắng 
558,,   , 1.97 , 1.81 , 2.61 , Pattern , Hồng 
559,,   , 2.80 , 2.34 ,   , Plain , Hồng 
560,,   , 4.22 , 3.94 ,   , Pattern , Hồng 
561,,   , 3.66 , 3.36 , 4.83 , Pattern , Trắng 
562,,   , 3.06 , 2.81 , 4.04 , Plain , Trắng 
563,,   , 2.60 , 2.17 ,   , Plain , Hồng 
564,,   , 3.19 , 2.67 ,   , Pattern , Hồng 
565,,   , 3.14 , 2.62 ,   , Pattern , Trắng 
566,,   , 1.67 , 1.39 ,   , Plain , Trắng 
567,,   , 2.45 , 2.25 , 3.23 , Pattern , Trắng-Hồng 
568,,   , 3.58 , 2.99 ,   , Pattern , Hồng 
569,,   , 2.57 , 2.14 ,   , Plain , Trắng 
570,,   , 3.17 , 2.91 , 4.18 , Pattern , Hồng 
571,,   , 2.99 , 2.75 , 3.95 , Pattern , Trắng 
572,,   , 2.54 , 2.12 ,   , Pattern , Vàng 
573,,   , 1.99 , 1.67 ,   , Plain , Trắng 
574,,   , 4.20 , 3.85 , 5.54 , Pattern , Vàng 
575,,   , 4.95 , 4.54 , 6.53 , Pattern , Trắng 
576,,   , 2.80 , 2.57 , 3.70 , Plain , Trắng 
577,,   , 3.18 , 2.92 , 4.20 , Plain , Trắng 
578,,   , 2.74 , 2.55 , 3.67 , Pattern , Vàng 
579,,   , 4.40 , 4.10 , 5.90 , Plain , Trắng-Vàng 
580,,   , 2.29 , 2.10 , 3.02 , Plain , Trắng-Vàng 
581,,   , 2.62 , 2.44 , 3.51 , Plain , Trắng-Vàng 
582,,   , 3.29 , 3.06 , 4.40 , Pattern , Trắng-Vàng 
583,,   , 3.74 , 2.95 ,   , Pattern , Trắng-Vàng 
584,,   , 3.00 , 2.85 , 4.09 , Pattern , Vàng 
585,,   , 3.62 , 3.31 , 4.76 , Pattern , Trắng-Vàng 
586,,   , 3.50 , 3.16 , 4.55 , Pattern , Trắng-Vàng 
587,,   , 3.73 , 3.43 , 4.92 , Pattern , Vàng 
588,,   , 5.61 , 4.59 ,   , Pattern , Trắng-Vàng 
589,,   , 5.00 , 4.67 , 6.71 , Pattern , Trắng-Vàng 
590,,   , 3.39 , 3.11 , 4.47 , Plain , Trắng-Hồng 
591,,   , 5.19 , 4.34 ,   , Plain , Trắng 
592,,   , 6.50 , 5.96 , 8.58 , Plain , Hồng 
593,,   , 3.87 , 3.24 ,   , Pattern , Hồng 
594,,   , 5.46 , 5.01 , 7.20 , Plain , Trắng 
595,,   , 4.33 , 3.62 ,   , Plain , Hồng 
596,,   , 4.14 , 3.86 , 5.50 , Plain , Trắng-Hồng 
597,,   , 2.84 , 2.61 , 3.75 , Plain , Trắng 
598,,   , 2.95 , 2.70 , 3.89 , Plain , Vàng 
599,,   , 3.28 , 3.01 , 4.33 , Plain , Trắng 
600,,   , 3.44 , 3.37 , 4.84 , Plain , Trắng 
601,,   , 4.54 , 4.17 ,   , Pattern , Hồng 
602,,   , 6.43 , 5.91 , 8.49 , Plain , Hồng 
603,,   , 6.26 , 5.75 , 8.27 , Plain , Vàng 
604,,   , 4.61 , 4.23 , 6.08 , Plain , Trắng 
605,,   , 4.31 , 3.60 ,   , Plain , Trắng-Hồng 
606,,   , 3.97 , 3.32 ,   , Pattern , Trắng 
607,,   , 5.01 , 4.60 , 6.61 , Plain , Hồng 
608,,   , 4.05 , 3.39 ,   , Plain , Hồng 
609,,   , 4.10 , 3.42 ,   , Plain , Trắng 
610,,   , 3.69 , 3.08 ,   , Plain , Trắng 
611,,   , 4.57 , 3.82 ,   , Plain , Trắng 
612,,   , 3.42 , 2.86 ,   , Plain , Trắng 
613,,   , 4.74 , 4.35 , 6.25 , Plain , Trắng 
614,,   , 4.28 , 3.58 ,   , Pattern , Trắng 
615,,   , 8.40 , 7.02 ,   , Plain , Hồng 
616,,   , 3.75 , 3.44 , 4.95 , Plain , Trắng 
617,,   , 5.13 , 4.29 ,   , Plain , Trắng-Hồng 
618,,   , 4.11 , 3.77 , 5.42 , Plain , Trắng 
619,,   , 5.60 , 4.68 ,   , Plain , Trắng-Hồng 
620,,   , 3.82 , 3.19 ,   , Plain , Hồng 
621,,   , 4.86 , 4.06 ,   , Plain , Trắng 
622,,   , 6.36 , 5.84 , 8.39 , Plain , Hồng 
623,,   , 5.09 , 4.25 ,   , Plain , Hồng 
624,,   , 2.96 , 2.71 , 3.90 , Plain , Hồng 
625,,   , 3.96 , 3.31 ,   , Pattern , Hồng 
626,,   , 3.04 , 2.79 , 4.01 , Plain , Trắng 
627,,   , 3.38 , 3.10 , 4.46 , Plain , Trắng 
628,,   , 3.99 , 3.66 , 5.27 , Plain , Hồng 
629,,   , 6.41 , 4.85 , 4.46 , Pattern , Hồng 
630,,   , 3.23 , 2.96 , 4.26 , Pattern , Trắng 
631,,   , 3.79 , 3.17 ,   , Plain , Trắng 
632,,   , 2.43 , 2.03 ,   , Plain , Trắng 
633,,   , 3.37 , 2.82 ,   , Pattern , Hồng 
634,,   , 3.93 , 3.28 ,   , Plain , Trắng 
635,,   , 2.74 , 2.29 ,   , Plain , Trắng 
636,,   , 4.19 , 3.50 ,   , Plain , Trắng 
637,,   , 2.53 , 2.12 ,   , Plain , Trắng 
638,,   , 5.77 , 5.30 , 7.61 , Pattern , Trắng-Hồng 
639,,   , 4.21 , 3.52 ,   , Plain , Trắng 
640,,   , 4.68 , 4.37 ,   , Pattern , Trắng-Vàng-Hồng 
641,,   , 5.80 , 5.49 ,   , Pattern , Trắng-Vàng 
642,,   , 3.94 , 3.62 , 5.21 , Pattern , Hồng 
643,,   , 4.75 , 3.97 ,   , Plain , Trắng 
644,,   , 3.60 , 3.31 , 4.76 , Pattern , Trắng 
645,,   , 5.17 , 4.32 ,   , Pattern , Trắng 
646,,   , 3.20 , 3.14 ,   , Pattern , Trắng 
647,,   , 4.55 , 4.46 ,   , Plain , Hồng 
648,,   , 3.32 , 3.05 , 4.37 , Pattern , Hồng 
649,,   , 6.21 , 5.79 ,   , Pattern , Trắng-Vàng 
650,,   , 4.34 , 3.99 ,   , Pattern , Trắng 
651,,   , 3.80 , 3.55 ,   , Pattern , Trắng-Vàng 
652,,   , 5.45 , 5.08 ,   , Pattern , Trắng 
653,,   , 3.08 , 2.83 , 4.07 , Pattern , Trắng-Vàng 
654,,   , 3.80 , 3.49 ,   , Pattern , Trắng-Vàng 
655,,   , 2.50 , 2.29 , 3.30 , Pattern , Trắng-Vàng 
656,,   , 3.83 , 3.52 , 5.05 , Plain , Trắng 
657,Round, 4.1 , 3.44 , 2.87 ,   , Plain , Hồng 
658,Round, 3.6 , 5.51 , 4.69 , 6.74 , Plain , Vàng 
659,,   , 5.29 , 4.86 ,   , Pattern , Vàng 
660,Round, 4.1 , 5.42 , 4.97 , 7.15 , Pattern , Trắng-Hồng 
661,Round, 5.4 , 3.89 , 3.57 , 5.13 , Plain , Trắng 
662,Round, 4.5 , 3.91 , 3.27 ,   , Plain , Trắng 
663,,   , 4.51 , 3.77 ,   , Pattern , Trắng 
664,,   , 4.83 , 4.44 , 6.38 , Plain , Trắng 
665,, 3.6 , 5.59 , 5.14 , 7.39 , Plain , Hồng 
666,Round, 3.6 , 4.11 , 3.44 ,   , Pattern , Trắng 
667,Round, 3.6 , 4.50 , 4.13 , 5.94 , Plain , Trắng 
668,,   , 6.94 , 5.80 ,   , Pattern , Trắng-Hồng 
669,,   , 4.24 , 3.90 , 5.60 , Plain , Trắng 
670,,   , 7.04 , 6.57 ,   , Plain , Trắng 
671,,   , 5.05 , 4.64 , 6.67 , Pattern , Trắng-Hồng 
672,,   , 4.61 , 4.30 ,   , Plain , Trắng-Hồng 
673,,   , 5.35 , 4.91 , 7.06 , Plain , Hồng 
674,,   , 6.50 , 5.97 , 8.58 , Pattern , Hồng 
675,,   , 4.83 , 4.43 , 6.37 , Pattern , Hồng 
676,,   , 3.41 , 3.13 , 4.50 , Pattern , Hồng 
677,,   , 4.50 , 3.76 ,   , Pattern , Trắng 
678,,   , 5.21 , 4.36 ,   , Plain , Trắng 
679,,   , 5.62 , 4.26 , 3.91 , Plain , Trắng 
680,,   , 3.34 , 3.06 , 4.40 , Plain , Hồng 
681,,   , 8.70 , 7.27 ,   , Plain , Trắng-Hồng 
682,,   , 2.38 , 2.18 ,   , Plain , Vàng 
683,,   , 3.68 , 3.38 ,   , Pattern , Trắng-Vàng 
684,,   , 2.08 , 1.91 ,   , Plain , Hồng 
685,,   , 3.01 , 2.77 ,   , Plain , Hồng 
686,,   , 3.48 , 3.20 ,   , Plain , Trắng-Hồng 
687,,   , 2.60 , 2.38 ,   , Pattern , Vàng 
688,,   , 2.42 , 2.22 ,   , Plain , Trắng 
689,,   , 1.85 , 1.70 ,   , Pattern , Trắng-Vàng 
690,,   , 1.20 , 1.12 ,   , Plain , Vàng 
691,,   , 2.11 , 1.97 ,   , Pattern , Vàng 
692,,   , 3.79 , 3.48 ,   , Pattern , Hồng 
693,,   , 1.28 , 1.18 , 1.69 , Pattern , Hồng 
694,,   , 2.70 , 2.48 , 3.57 , Plain , Trắng 
695,,   , 2.32 , 2.16 ,   , Pattern , Trắng 
696,,   , 5.74 , 5.27 , 7.58 , Pattern , Hồng 
697,,   , 3.56 , 2.98 ,   , Plain , Vàng 
698,,   , 4.52 , 4.15 ,   , Pattern , Hồng 
699,,   , 5.20 , 4.78 , 6.87 , Plain , Hồng 
700,,   , 4.48 , 4.10 , 5.89 , Pattern , Vàng 
701,,   , 4.36 , 3.64 ,   , Plain , Hồng 
702,,   , 3.61 , 3.32 , 4.77 , Pattern , Hồng 
703,,   , 3.79 , 3.48 ,   , Pattern , Hồng 
704,,   , 3.45 , 3.38 ,   , Pattern , Trắng 
705,,   , 4.98 , 4.64 ,   , Pattern , Trắng-Vàng 
706,Round, 5.4 , 3.99 , 3.33 ,   , Plain , Trắng 
707,Round, 4.5 , 2.63 , 2.20 ,   , Pattern , Trắng 
708,Round, 5.4 , 3.36 , 3.08 , 4.43 , Plain , Trắng 
709,Round, 6.3 , 3.74 , 3.43 , 4.93 , Pattern , Trắng-Hồng 
710,Round, 5.4 , 3.88 , 3.56 ,   , Plain , Trắng-Hồng 
711,Round, 5.4 , 3.25 , 2.98 , 4.29 , Plain , Trắng 
712,Round, 5.4 , 2.93 , 2.69 , 3.87 , Plain , Trắng 
713,Round, 6.4 , 3.06 , 2.56 ,   , Plain , Trắng 
714,Round, 5.0 , 3.28 , 2.74 ,   , Pattern , Trắng 
715,Round, 5.4 , 4.10 , 3.00 ,   , Pattern , Hồng 
716,Round, 5.4 , 2.56 , 2.28 ,   , Plain , Hồng 
717,Round, 5.4 , 4.38 , 4.29 ,   , Plain , Trắng 
718,Round, 5.4 , 3.36 , 3.14 ,   , Pattern , Vàng 
719,Round, 5.4 , 3.23 , 3.01 , 4.11 , Pattern , Trắng 
720,Round, 5.4 , 3.20 , 2.94 ,   , Plain , Trắng 
721,Round, 5.0 , 2.23 , 1.86 ,, Plain , Trắng-Hồng 
722,Round, 5.4 , 1.96 , 1.64 ,, Plain , Trắng-Hồng 
723,Round, 5.4 , 2.18 , 1.82 ,, Pattern , Trắng-Hồng 
724,Round, 5.4 , 2.31 , 1.93 ,, Pattern , Trắng-Vàng 
725,Round, 5.4 , 3.14 , 2.93 ,   , Plain , Trắng 
726,Round, 5.4 , 3.00 , 2.80 ,   , Plain , Trắng 
727,Round, 5.4 , 2.74 , 2.51 , 3.61 , Plain , Trắng 
728,Round, 5.4 , 2.74 , 2.51 , 3.61 , Plain , Trắng 
729,Round, 5.4 , 3.48 , 3.19 , 4.59 , Plain , Trắng 
730,Round, 5.4 , 2.27 , 2.09 , 3.00 , Plain , Trắng 
731,Round, 5.4 , 2.88 , 2.64 , 3.80 , Plain , Trắng 
732,Round, 5.4 , 3.31 , 3.04 , 4.37 , Plain , Trắng 
733,Round, 5.4 , 3.18 , 2.92 , 4.20 , Plain , Trắng 
734,Round, 6.3 , 2.74 , 2.51 ,   , Plain , Trắng 
735,Round, 5.4 , 2.43 , 2.23 , 3.12 , Pattern , Trắng 
736,Round, 5.4 , 2.93 , 2.69 , 3.87 , Plain , Trắng 
737,Round, 4.5 , 2.76 , 2.53 , 3.64 , Plain , Trắng 
738,Round, 5.4 , 3.66 , 3.36 ,   , Plain , Trắng 
739,Round, 5.4 , 3.92 , 3.65 ,   , Plain , Trắng 
740,Round, 7.2 , 3.54 , 3.25 ,   , Plain , Trắng 
741,Round, 7.2 , 6.78 , 6.32 ,   , Plain , Trắng-Hồng 
742,Round, 5.4 , 3.10 , 2.85 , 4.09 , Plain , Trắng 
743,Round, 5.4 , 3.79 , 3.53 ,   , Plain , Trắng 
744,Round, 5.4 , 2.70 , 2.52 ,   , Plain , Vàng 
745,Round, 5.4 , 5.30 , 4.87 ,   , Pattern , Trắng-Vàng 
746,Round, 5.4 , 3.58 , 3.29 ,   , Pattern , Trắng-Hồng 
747,Round, 5.4 , 3.16 , 2.90 , 4.17 , Plain , Trắng-Hồng 
748,Round, 5.4 , 1.76 , 1.64 ,, Plain , Trắng 
749,Round, 5.4 , 2.13 , 1.78 ,, Pattern , Trắng-Hồng 
750,Round, 5.4 , 2.35 , 1.96 ,, Plain , Trắng-Hồng 
751,Round, 5.4 , 3.02 , 2.77 , 3.99 , Plain , Trắng 
752,Round, 5.4 , 3.15 , 2.89 , 4.16 , Plain , Trắng 
753,Round, 5.4 , 3.35 , 3.08 , 4.43 , Plain , Trắng 
754,Round, 6.3 , 2.37 , 2.18 ,   , Plain , Trắng 
755,Round, 5.4 , 3.04 , 2.79 ,   , Plain , Trắng 
756,Round, 5.4 , 3.04 , 2.79 ,   , Plain , Trắng 
757,Round, 5.4 , 3.12 , 2.86 , 4.12 , Plain , Trắng 
758,Round, 5.4 , 6.16 , 5.68 ,   , Plain , Trắng 
759,Round, 5.4 , 3.57 , 3.28 , 4.72 , Plain , Trắng 
760,Round, 5.4 , 4.38 , 4.08 ,   , Plain , Trắng 
761,Round, 5.4 , 3.11 , 2.60 ,   , Pattern , Trắng 
762,Round, 5.4 , 3.55 , 3.31 ,   , Plain , Trắng 
763,Round, 5.4 , 2.63 , 2.20 ,   , Plain , Trắng 
764,Round, 5.4 , 3.68 , 3.38 , 4.85 , Plain , Trắng 
765,Princess, 5.0 , 4.10 , 3.43 ,   , Pattern , Trắng 
766,Round, 5.4 , 2.75 , 2.53 , 3.63 , Plain , Trắng 
767,Round, 5.4 , 2.57 , 2.36 , 3.40 , Plain , Trắng 
768,Round, 6.3 , 2.95 , 2.71 , 3.90 , Plain , Trắng 
769,Round, 5.4 , 2.66 , 2.48 ,   , Pattern , Trắng 
770,Round, 5.4 , 3.84 , 3.53 , 5.07 , Plain , Trắng 
771,Round, 6.3 , 3.58 , 3.29 , 4.73 , Plain , Trắng 
772,Round, 5.4 , 3.05 , 2.55 ,   , Plain , Trắng 
773,Round, 5.4 , 2.86 , 2.39 ,   , Plain , Trắng 
774,Round, 5.4 , 2.28 , 2.10 ,   , Plain , Trắng 
775,Round, 5.4 , 2.46 , 2.41 ,   , Plain , Trắng 
776,Round, 5.4 , 2.59 , 2.41 ,   , Pattern , Trắng 
777,Round, 5.4 , 2.59 , 2.42 ,   , Plain , Trắng 
778,Round, 5.4 , 2.29 , 2.13 ,   , Plain , Trắng-Hồng 
779,Round, 5.4 , 2.61 , 2.39 , 3.44 , Pattern , Trắng-Hồng 
780,Round, 4.5 , 2.91 , 2.67 , 3.84 , Plain , Trắng 
781,Round, 5.4 , 2.91 , 2.72 ,   , Pattern , Trắng 
782,Round, 5.4 , 2.60 , 2.39 , 3.43 , Plain , Trắng 
783,Round, 5.4 , 3.38 , 3.11 ,   , Pattern , Trắng 
784,Round, 5.0 , 3.41 , 3.18 , 4.58 , Plain , Trắng 
785,Round, 5.4 , 3.66 , 3.36 ,   , Pattern , Trắng 
786,Round, 5.4 , 5.10 , 4.68 ,   , Plain , Trắng 
787,Round, 4.5 , 2.66 , 2.44 ,   , Pattern , Trắng 
788,Round, 5.4 , 3.50 , 3.27 ,   , Plain , Trắng 
789,Round, 5.4 , 4.99 , 4.66 ,   , Plain , Trắng 
790,Round, 5.4 , 3.28 , 3.01 , 4.32 , Plain , Trắng 
791,Round, 5.4 , 2.97 , 2.77 ,   , Plain , Trắng 
792,Round, 5.4 , 3.38 , 3.10 , 4.46 , Pattern , Trắng 
793,Round, 5.4 , 3.33 , 3.26 ,   , Plain , Trắng 
794,Round, 5.4 , 3.11 , 2.86 , 4.11 , Plain , Trắng 
795,Round, 6.3 , 3.45 , 3.17 , 4.56 , Plain , Trắng 
796,Round, 5.4 , 2.79 , 2.56 , 3.68 , Plain , Trắng 
797,Round, 5.4 , 3.37 , 3.14 ,   , Plain , Trắng 
798,Round, 5.4 , 4.22 , 3.94 ,   , Pattern , Trắng 
799,Round, 6.3 , 5.80 , 5.32 ,   , Pattern , Trắng 
800,Round, 5.4 , 3.05 , 2.80 ,   , Plain , Trắng 
801,Round, 6.3 , 6.34 , 5.91 ,   , Pattern , Trắng 
802,Round, 5.4 , 3.25 , 2.98 ,   , Plain , Trắng 
803,Round, 5.4 , 5.47 , 5.02 , 7.22 , Plain , Trắng-Hồng 
804,Round, 5.4 , 3.54 , 3.30 ,   , Pattern , Trắng 
805,Round, 5.4 , 3.67 , 3.37 , 4.85 , Pattern , Hồng 
806,Round, 5.4 , 2.82 , 2.59 , 3.72 , Pattern , Trắng 
807,Round, 5.4 , 2.28 , 2.13 , 3.06 , Pattern , Trắng 
808,Round, 5.4 , 3.82 , 3.51 , 5.05 , Plain , Trắng 
809,Round, 5.4 , 3.10 , 2.84 ,   , Plain , Trắng 
810,Round, 5.4 , 4.15 , 3.87 ,   , Plain , Trắng 
811,Round, 4.5 , 2.93 , 2.69 , 3.87 , Plain , Trắng 
812,Round, 5.4 , 3.85 , 3.54 ,   , Plain , Trắng 
813,Round, 5.4 , 4.96 , 4.56 ,   , Plain , Trắng 
814,Round, 5.4 , 3.32 , 3.05 , 4.38 , Plain , Trắng 
815,Round, 5.0 , 3.61 , 3.37 ,   , Pattern , Hồng 
816,Round, 5.4 , 3.06 , 2.55 ,   , Plain , Hồng 
817,Round, 5.4 , 3.80 , 3.17 ,   , Plain , Trắng 
818,Round, 5.4 , 4.19 , 3.91 ,   , Pattern , Trắng 
819,Round, 5.4 , 3.75 , 3.14 ,   , Pattern , Trắng 
820,Round, 6.3 , 2.65 , 2.43 ,   , Plain , Trắng 
821,Round, 5.4 , 3.61 , 3.36 ,   , Pattern , Trắng 
822,Round, 6.3 , 3.36 , 3.13 ,   , Plain , Trắng 
823,Round, 5.4 , 2.47 , 2.28 ,   , Pattern , Trắng 
824,Round, 4.5 , 2.51 , 2.31 ,   , Pattern , Trắng 
825,Round, 5.4 , 2.80 , 2.58 ,   , Pattern , Trắng 
826,Round, 5.4 , 2.35 , 2.19 , 3.15 , Plain , Trắng 
827,Round, 4.5 , 2.00 , 1.96 , 2.82 , Plain , Trắng 
828,Round, 5.4 , 2.61 , 2.40 ,   , Plain , Trắng 
829,Round, 5.4 , 3.05 , 2.85 ,   , Pattern , Trắng 
830,Round, 5.0 , 2.37 , 2.17 , 3.12 , Plain , Trắng 
831,Round, 5.4 , 3.85 , 3.54 , 5.09 , Plain , Trắng-Hồng 
832,Round, 5.4 , 3.01 , 2.76 ,   , Pattern , Trắng-Vàng 
833,Round, 5.4 , 2.18 , 2.00 ,   , Pattern , Trắng 
834,Round, 5.4 , 2.42 , 2.26 , 3.25 , Plain , Trắng 
835,Round, 5.4 , 2.52 , 2.32 ,   , Pattern , Trắng-Vàng 
836,Round, 5.4 , 2.10 , 1.96 ,   , Plain , Trắng 
837,Round, 5.4 , 3.16 , 2.90 ,   , Pattern , Trắng-Vàng 
838,Round, 5.4 , 2.85 , 2.61 , 3.77 , Pattern , Trắng 
839,Round, 5.4 , 2.96 , 2.72 , 3.96 , Pattern , Trắng-Hồng 
840,Round, 4.5 , 2.91 , 2.67 , 3.84 , Plain , Trắng 
841,Round, 4.5 , 3.05 , 2.80 ,   , Plain , Trắng 
842,Round, 4.5 , 3.03 , 2.78 , 4.00 , Plain , Trắng 
843,Round, 5.4 , 3.59 , 3.30 ,   , Plain , Trắng 
844,Round, 5.4 , 3.09 , 2.83 ,   , Plain , Trắng 
845,Round, 5.0 , 3.38 , 3.10 , 4.46 , Plain , Trắng 
846,Round, 5.4 , 3.66 , 3.36 , 4.83 , Plain , Trắng 
847,Round, 6.3 , 3.55 , 3.31 , 4.76 , Plain , Trắng 
